Data;Piso;Posição;Observação;;;;
10/01/2025;5;3635;Deslacrado;;;;
10/01/2025;5;3636;Deslacrado;;;;
10/01/2025;5;3552;Deslacrado;;;;
10/01/2025;5;3553;Deslacrado;;;;
10/01/2025;5;3558;Deslacrado;;;;
10/01/2025;5;3662;Deslacrado;;;;
10/01/2025;5;3661;Deslacrado;;;;
10/01/2025;5;3660;Deslacrado;;;;
10/01/2025;5;3659;Deslacrado;;;;
10/01/2025;5;3658;Deslacrado;;;;
10/01/2025;5;3142;Deslacrado;;;;
10/01/2025;5;3067;Deslacrado USB na frente;;;;
10/01/2025;5;3047;Deslacrado;;;;
10/01/2025;5;3046;Deslacrado;;;;
10/01/2025;5;3045;Deslacrado e USB na frente;;;;
10/01/2025;5;3049;Deslacrado e avaya com defeito;;;;
10/01/2025;5;3029;Deslacrado;;;;
10/01/2025;5;3452;Deslacrado;;;;
10/01/2025;5;3025;Deslacrado;;;;
10/01/2025;5;3022;Deslacrado;;;;
10/01/2025;5;3014;Deslacrado;;;;
10/01/2025;5;3013;Deslacrado;;;;
10/01/2025;5;3012;Deslacrado;;;;
10/01/2025;5;3011;Deslacrado;;;;
10/01/2025;5;3040;Deslacrado;;;;
10/01/2025;5;3030;Deslacrado;;;;
10/01/2025;5;3047;Deslacrado;;;;
10/01/2025;5;3046;Deslacrado;;;;
10/01/2025;5;3045;Deslacrado e USB conectado na frente;;;;
10/01/2025;5;3061;Deslacrado e USB conectado na frente;;;;
10/01/2025;5;3058;Deslacrado;;;;
10/01/2025;5;3065;Deslacrado e USB conectado na frente;;;;
10/01/2025;5;3106;Deslacrado e USB conectado na frente;;;;
10/01/2025;6;4715;Dois cabos displayport;;;;
10/01/2025;6;4800;Máquina com recuperação;;;;
10/01/2025;6;4838;Não possui máquina, teclado e mouse;;;;
10/01/2025;6;4819;Carregador conectado;;;;
10/01/2025;6;4232;Fone carregando na máquina;;;;
10/01/2025;6;4478;Dois cabos de rede;;;;
10/01/2025;6;4300;Dois intelbras;;;;
10/01/2025;6;4302;Deslacrado;;;;
10/01/2025;6;4310;Deslacrado;;;;
10/01/2025;6;4650;Calha levantada;;;;
10/01/2025;6;4450;USB conectado na frente;;;;
10/01/2025;6;4754;PA bagunçada;;;;
10/01/2025;6;4752;PA bagunçada e tela invertida;;;;
10/01/2025;6;4735;PA com o monitor fora de escala;;;;
10/01/2025;6;4817;PA bagunçada;;;;
10/01/2025;6;4726;Monitor invertido;;;;
10/01/2025;6;4389;Monitor em cima da máquina;;;;
10/01/2025;6;4462;USB conectado na frente;;;;
10/01/2025;6;4258;Calha levantada;;;;
07/01/2025;2;6937;Deslacrado;;;;
07/01/2025;2;6890;Deslacrado;;;;
07/01/2025;2;6925;Lacre rompido;;;;
07/01/2025;2;6887;Deslacrado;;;;
07/01/2025;3;1539;Deslacrado;;;;
07/01/2025;3;1534;Deslacrado;;;;
07/01/2025;3;1537;Deslacrado e USB conectado na frente;;;;
07/01/2025;3;1536;Deslacrado;;;;
07/01/2025;3;1025;Deslacrado;;;;
07/01/2025;3;1017;Deslacrado;;;;
07/01/2025;3;1018;Deslacrado;;;;
07/01/2025;3;1028;Deslacrado;;;;
07/01/2025;3;1080;Deslacrado;;;;
07/01/2025;3;1081;Deslacrado;;;;
07/01/2025;3;1082;Deslacrado;;;;
07/01/2025;3;1090;Deslacrado;;;;
07/01/2025;3;1083;Deslacrado;;;;
07/01/2025;3;1084;Deslacrado;;;;
07/01/2025;3;1093;Deslacrado;;;;
07/01/2025;3;1135;Deslacrado;;;;
07/01/2025;3;1138;Deslacrado;;;;
07/01/2025;3;1157;Deslacrado;;;;
07/01/2025;3;1156;Deslacrado;;;;
07/01/2025;3;1154;Deslacrado;;;;
07/01/2025;3;1117;Deslacrado;;;;
07/01/2025;3;1113;Deslacrado;;;;
07/01/2025;3;1111;Deslacrado e USB na frente;;;;
07/01/2025;3;10;Deslacrado;;;;
07/01/2025;3;12;Deslacrado;;;;
07/01/2025;3;163;Deslacrado;;;;
07/01/2025;3;60;Deslacrado;;;;
07/01/2025;3;59;Deslacrado;;;;
07/01/2025;3;57;Deslacrado;;;;
07/01/2025;3;72;Deslacrado;;;;
07/01/2025;3;133;Deslacrado;;;;
07/01/2025;3;121;Deslacrado;;;;
07/01/2025;3;122;Deslacrado;;;;
07/01/2025;3;138;Deslacrado;;;;
07/01/2025;3;123;Deslacrado;;;;
07/01/2025;3;220;Deslacrado;;;;
07/01/2025;3;211;Deslacrado;;;;
07/01/2025;3;212;Deslacrado;;;;
07/01/2025;3;222;Deslacrado;;;;
07/01/2025;3;213;Deslacrado;;;;
07/01/2025;3;283;PA sem mouse, erro no HD;;;;
07/01/2025;3;275;Deslacrado;;;;
07/01/2025;3;274;Deslacrado;;;;
07/01/2025;3;261;Deslacrado;;;;
07/01/2025;3;262;Deslacrado;;;;
07/01/2025;3;273;Deslacrado;;;;
07/01/2025;3;260;Deslacrado;;;;
07/01/2025;3;372;Deslacrado;;;;
07/01/2025;3;371;Deslacrado;;;;
07/01/2025;3;270;Deslacrado;;;;
07/01/2025;3;259;Deslacrado;;;;
07/01/2025;3;258;Deslacrado;;;;
07/01/2025;3;257;Deslacrado;;;;
07/01/2025;3;252;Deslacrado;;;;
07/01/2025;3;253;Deslacrado;;;;
07/01/2025;3;264;Deslacrado;;;;
07/01/2025;3;265;Deslacrado;;;;
07/01/2025;3;307;Deslacrado;;;;
07/01/2025;3;306;Deslacrado;;;;
07/01/2025;3;1392;Deslacrado;;;;
07/01/2025;3;1396;Deslacrado;;;;
07/01/2025;3;1439;Deslacrado;;;;
07/01/2025;3;1463;Deslacrado;;;;
07/01/2025;3;1457;Deslacrado;;;;
07/01/2025;3;1448;Deslacrado;;;;
07/01/2025;3;1456;Deslacrado;;;;
07/01/2025;3;1690;Máquina com recuperação;;;;
07/01/2025;3;2580;Deslacrado;;;;
07/01/2025;3;2575;Deslacrado;;;;
07/01/2025;3;2657;Cabos de rede e fonte de Avaya soltos;;;;
07/01/2025;4;2639;Deslacrado;;;;
07/01/2025;4;2647;Deslacrado;;;;
07/01/2025;4;2646;Deslacrado;;;;
07/01/2025;4;2644;Deslacrado;;;;
07/01/2025;4;2648;Deslacrado;;;;
07/01/2025;5;3185;Deslacrado;;;;
07/01/2025;5;3167;Deslacrado;;;;
07/01/2025;5;3173;Deslacrado;;;;
07/01/2025;5;3164;Deslacrado;;;;
07/01/2025;5;3163;Intelbras na frente, pequenas;;;;
07/01/2025;5;3161;Deslacrado;;;;
07/01/2025;5;3417;Deslacrado - sem mouse;;;;
07/01/2025;5;3415;Deslacrado;;;;
07/01/2025;5;3414;Deslacrado;;;;
07/01/2025;5;3501;Ramal Cisco desligado;;;;
07/01/2025;5;3506;Deslacrado;;;;
07/01/2025;5;3515;Deslacrado;;;;
07/01/2025;5;3518;Lacre rompido;;;;
07/01/2025;5;3426;Deslacrado;;;;
07/01/2025;5;3084;Deslacrado;;;;
07/01/2025;5;3083;Deslacrado;;;;
07/01/2025;5;3048;Deslacrado;;;;
07/01/2025;5;3033;Deslacrado;;;;
07/01/2025;5;3040;Deslacrado;;;;
07/01/2025;5;3032;Deslacrado;;;;
07/01/2025;5;3075;Deslacrado;;;;
07/01/2025;5;3039;Deslacrado;;;;
07/01/2025;5;3031;Deslacrado;;;;
07/01/2025;5;3035;Deslacrado;;;;
07/01/2025;5;3013;Deslacrado;;;;
07/01/2025;5;3012;Deslacrado;;;;
07/01/2025;5;3011;Deslacrado;;;;
07/01/2025;5;3010;Deslacrado;;;;
07/01/2025;5;3009;Deslacrado;;;;
07/01/2025;5;3008;Deslacrado;;;;
07/01/2025;5;3007;Deslacrado;;;;
07/01/2025;6;4229;Se conectar os periféricos e cabo de rede;;;;
07/01/2025;6;4116;Deslacrado;;;;
07/01/2025;6;4393;Deslacrado;;;;
07/01/2025;6;4488;Deslacrado;;;;
07/01/2025;6;4489;Deslacrado;;;;
14/01/2025;2;6656;Sem cabo de extensor;;;;
14/01/2025;3;1072;Periférico conectado na frente (teclado e mouse);;;;
14/01/2025;3;1384;Periférico conectado na frente (mouse);;;;
14/01/2025;3;1608;Dois cabos conectados na porta da frente;;;;
14/01/2025;3;1418;Um cabo conectado na porta da frente;;;;
14/01/2025;3;1419;Um cabo conectado na porta da frente;;;;
14/01/2025;3;1428;Um cabo conectado na porta da frente;;;;
14/01/2025;3;1394;Sem cabo;;;;
14/01/2025;3;287;Um cabo conectado na porta da frente;;;;
14/01/2025;3;272;Calha levantada;;;;
14/01/2025;3;126;Um cabo conectado na frente;;;;
14/01/2025;3;211;Um cabo conectado na porta da frente, não lacrado;;;;
14/01/2025;3;210;Deslacrado;;;;
14/01/2025;3;222;Um cabo conectado na porta da frente;;;;
14/01/2025;3;90;Um cabo conectado na porta da frente;;;;
14/01/2025;3;60;Um cabo conectado na porta da frente;;;;
14/01/2025;3;170;Um cabo conectado na porta da frente;;;;
14/01/2025;3;180;Um cabo conectado na porta da frente;;;;
14/01/2025;3;172;Um cabo conectado na porta da frente;;;;
14/01/2025;3;181;Um cabo conectado na porta da frente;;;;
14/01/2025;3;183;Um cabo conectado na porta da frente;;;;
14/01/2025;3;152;Um cabo conectado na porta da frente;;;;
14/01/2025;4;2496;Deslacrado;;;;
14/01/2025;4;2494;Deslacrado;;;;
14/01/2025;4;2493;Deslacrado;;;;
14/01/2025;4;2492;Deslacrado;;;;
14/01/2025;4;2500;Um cabo conectado na porta da frente;;;;
14/01/2025;5;4100;Sem teclado e sem mouse;;;;
14/01/2025;5;3306;Periférico conectado na frente (teclado);;;;
14/01/2025;5;3326;Periférico conectado na frente (teclado e mouse);;;;
14/01/2025;5;3338;Periférico conectado na frente (mouse);;;;
14/01/2025;5;3011;Um cabo conectado na porta da frente;;;;
14/01/2025;5;3119;Deslacrado;;;;
14/01/2025;5;3120;Deslacrado;;;;
14/01/2025;5;3116;Deslacrado;;;;
14/01/2025;5;3136;Um cabo conectado na porta da frente;;;;
14/01/2025;5;3121;Um cabo conectado na porta da frente;;;;
14/01/2025;5;3029;Um cabo conectado na porta da frente;;;;
14/01/2025;5;3038;Deslacrado;;;;
14/01/2025;5;3039;Deslacrado;;;;
14/01/2025;5;3040;Deslacrado;;;;
14/01/2025;5;3033;Deslacrado;;;;
14/01/2025;5;3032;Deslacrado;;;;
14/01/2025;5;3046;Um cabo conectado na porta da frente;;;;
14/01/2025;5;3045;Um cabo conectado na porta da frente;;;;
14/01/2025;5;3417;Sem mouse e não está lacrado;;;;
14/01/2025;5;3427;Um cabo conectado na porta da frente;;;;
14/01/2025;5;3486;Dois cabos conectados na porta da frente, não lacrado;;;;
14/01/2025;5;3484;Dois cabos conectados na porta da frente;;;;
14/01/2025;5;3493;Não lacrado;;;;
14/01/2025;6;4696;Dois cabos conectados na porta da frente;;;;
14/01/2025;6;4831;Não está lacrado;;;;
14/01/2025;6;4206;Dois cabos conectados na porta da frente;;;;
14/01/2025;6;4263;Um cabo conectado na porta da frente;;;;
14/01/2025;6;4203;Um cabo conectado na porta da frente;;;;
14/01/2025;6;4172;Um cabo conectado na porta da frente;;;;
14/01/2025;6;4179;Um cabo conectado na porta da frente;;;;
14/01/2025;6;4241;Um cabo conectado na porta da frente;;;;
14/01/2025;6;4247;Um cabo conectado na porta da frente;;;;
14/01/2025;6;6555;Periférico conectado na frente (headset);;;;
17/01/2025;3;1164;Deslacrado;;;;
17/01/2025;3;1175;Deslacrado e USB conectado na frente;;;;
17/01/2025;3;1143;Deslacrado;;;;
17/01/2025;3;1142;USB conectado na frente;;;;
17/01/2025;3;1135;Deslacrado;;;;
17/01/2025;3;1086;Deslacrado;;;;
17/01/2025;3;1094;Deslacrado;;;;
17/01/2025;3;1095;Deslacrado;;;;
17/01/2025;3;1096;Deslacrado;;;;
17/01/2025;3;1097;Deslacrado;;;;
17/01/2025;3;1098;Deslacrado;;;;
17/01/2025;3;1150;Deslacrado;;;;
17/01/2025;3;1151;Deslacrado;;;;
17/01/2025;3;1152;Deslacrado;;;;
17/01/2025;4;1147;Deslacrado;;;;
17/01/2025;4;1145;Deslacrado;;;;
17/01/2025;4;1193;Deslacrado;;;;
17/01/2025;4;1188;Deslacrado;;;;
17/01/2025;4;1187;USB conectado na frente;;;;
17/01/2025;5;1157;Deslacrado;;;;
17/01/2025;5;1160;Deslacrado;;;;
17/01/2025;5;1155;Deslacrado;;;;
17/01/2025;5;1679;Deslacrado;;;;
17/01/2025;6;1436;Deslacrado;;;;
17/01/2025;6;1430;Deslacrado;;;;
17/01/2025;6;1431;Deslacrado;;;;
17/01/2025;6;1439;Deslacrado;;;;
17/01/2025;6;1438;Deslacrado;;;;
17/01/2025;6;1437;Deslacrado;;;;
17/01/2025;6;1418;Deslacrado e USB conectado na frente;;;;
17/01/2025;6;1399;Deslacrado;;;;
17/01/2025;2;1392;Deslacrado;;;;
17/01/2025;2;1390;Deslacrado;;;;
17/01/2025;2;1389;Deslacrado;;;;
21/01/2025;2;6661;Sem cabo HIS;;;;
21/01/2025;2;6667;Sem cabo HIS;;;;
21/01/2025;2;6599;Sem lacre;;;;
21/01/2025;2;6669;Sem cabo HIS;;;;
21/01/2025;2;6668;Sem cabo HIS;;;;
21/01/2025;3;1004;Deslacrado;;;;
21/01/2025;3;1017;Deslacrado;;;;
21/01/2025;3;1006;Deslacrado;;;;
21/01/2025;3;1009;Deslacrado;;;;
21/01/2025;3;1029;Deslacrado;;;;
21/01/2025;3;1020;Deslacrado;;;;
21/01/2025;3;1028;Deslacrado;;;;
21/01/2025;3;1027;Deslacrado;;;;
21/01/2025;3;1026;Deslacrado;;;;
21/01/2025;3;1025;Deslacrado;;;;
21/01/2025;3;1024;Deslacrado;;;;
21/01/2025;3;1014;Deslacrado;;;;
21/01/2025;3;1037;Deslacrado;;;;
21/01/2025;3;1036;Sem lacre, um cabo fonte a mais;;;;
21/01/2025;3;1034;Deslacrado;;;;
21/01/2025;3;1094;Deslacrado;;;;
21/01/2025;3;1095;Deslacrado;;;;
21/01/2025;3;1096;Deslacrado;;;;
21/01/2025;3;1097;Deslacrado;;;;
21/01/2025;3;1098;Deslacrado;;;;
21/01/2025;3;1104;Deslacrado;;;;
21/01/2025;3;1105;Deslacrado;;;;
21/01/2025;3;106;Deslacrado;;;;
21/01/2025;3;1108;Deslacrado;;;;
21/01/2025;3;1150;Deslacrado;;;;
21/01/2025;3;1151;Deslacrado;;;;
21/01/2025;3;1152;Deslacrado;;;;
21/01/2025;6;4603;Deslacrado;;;;
21/01/2025;6;4604;Deslacrado;;;;
21/01/2025;6;4611;Deslacrado;;;;
21/01/2025;6;4630;Deslacrado;;;;
21/01/2025;6;4455;Deslacrado;;;;
21/01/2025;6;4454;Deslacrado;;;;
21/01/2025;6;4453;Deslacrado;;;;
21/01/2025;6;4408;Deslacrado;;;;
21/01/2025;6;4407;Deslacrado;;;;
21/01/2025;6;4406;Deslacrado;;;;
21/01/2025;6;4405;Deslacrado;;;;
21/01/2025;6;4404;Deslacrado;;;;
21/01/2025;6;4438;Deslacrado;;;;
21/01/2025;6;4418;Deslacrado;;;;
21/01/2025;6;4417;Deslacrado;;;;
21/01/2025;6;4458;Deslacrado;;;;
21/01/2025;6;4457;Deslacrado;;;;
21/01/2025;6;4456;Deslacrado;;;;
21/01/2025;5;3143;Deslacrado;;;;
21/01/2025;5;3140;Mouse parte frente;;;;
21/01/2025;5;3075;Deslacrado;;;;
21/01/2025;5;3082;Deslacrado;;;;
21/01/2025;5;3068;Deslacrado;;;;
21/01/2025;5;3066;Deslacrado;;;;
21/01/2025;5;3051;Deslacrado;;;;
21/01/2025;5;3127;Deslacrado;;;;
21/01/2025;5;3122;Deslacrado;;;;
21/01/2025;5;3121;Dois mouse PA;;;;
21/01/2025;5;3040;Deslacrado;;;;
21/01/2025;5;3039;Deslacrado;;;;
21/01/2025;5;3038;Deslacrado;;;;
21/01/2025;5;3017;Deslacrado;;;;
21/01/2025;5;3016;Deslacrado;;;;
24/01/2025;3;1001;Deslacrado;;;;
24/01/2025;3;1006;Deslacrado;;;;
24/01/2025;3;1029;Deslacrado;;;;
24/01/2025;3;1028;Deslacrado;;;;
24/01/2025;3;1020;Deslacrado;;;;
24/01/2025;3;1027;Deslacrado;;;;
24/01/2025;3;1026;Deslacrado;;;;
24/01/2025;3;1014;Deslacrado;;;;
24/01/2025;3;1015;Deslacrado;;;;
24/01/2025;3;1019;Deslacrado;;;;
24/01/2025;3;1120;Deslacrado;;;;
24/01/2025;3;1113;Deslacrado;;;;
24/01/2025;3;1114;Deslacrado;;;;
24/01/2025;3;1115;Deslacrado;;;;
24/01/2025;3;1124;Deslacrado;;;;
24/01/2025;3;1125;Deslacrado;;;;
24/01/2025;3;1154;Deslacrado;;;;
24/01/2025;3;1155;Deslacrado;;;;
24/01/2025;3;1156;Deslacrado;;;;
24/01/2025;3;245;Deslacrado;;;;
24/01/2025;3;237;Deslacrado;;;;
24/01/2025;3;238;Deslacrado;;;;
24/01/2025;3;239;Deslacrado;;;;
24/01/2025;3;1422;Deslacrado;;;;
24/01/2025;3;1418;Deslacrado;;;;
24/01/2025;2;6800;USB conectado na porta da frente;;;;
24/01/2025;2;6728;Deslacrado;;;;
24/01/2025;3;60;USB conectado na porta da frente;;;;
24/01/2025;3;170;USB conectado na porta da frente;;;;
24/01/2025;3;172;USB conectado na porta da frente;;;;
24/01/2025;3;193;USB conectado na porta da frente;;;;
24/01/2025;3;138;USB conectado na porta da frente;;;;
24/01/2025;3;211;USB conectado na porta da frente;;;;
24/01/2025;3;47;Deslacrado;;;;
24/01/2025;3;28;Deslacrado;;;;
24/01/2025;3;13;USB conectado na porta da frente;;;;
24/01/2025;3;253;Deslacrado;;;;
24/01/2025;3;287;USB conectado na porta da frente;;;;
24/01/2025;3;270;USB conectado na porta da frente;;;;
24/01/2025;3;250;Sem lacre no ramal;;;;
24/01/2025;3;1384;USB conectado na porta da frente;;;;
24/01/2025;3;1399;Deslacrado;;;;
24/01/2025;3;1392;Deslacrado;;;;
24/01/2025;3;1297;2 cabos A10;;;;
24/01/2025;3;1612;Deslacrado;;;;
24/01/2025;3;1531;Deslacrado;;;;
24/01/2025;3;1690;Máquina em recuperação;;;;
24/01/2025;5;3124;Deslacrado;;;;
24/01/2025;5;3016;Sem lacre no avaya;;;;
24/01/2025;5;3014;USB conectado na porta da frente;;;;
24/01/2025;5;3029;USB conectado na porta da frente;;;;
24/01/2025;5;3411;Calha levantada;;;;
24/01/2025;5;3558;USB conectado na porta da frente;;;;
24/01/2025;5;3481;Deslacrado;;;;
24/01/2025;5;3588;USB conectado na porta da frente;;;;
24/01/2025;5;3495;USB conectado na porta da frente;;;;
24/01/2025;5;3656;USB conectado na porta da frente;;;;
24/01/2025;5;3639;USB conectado na porta da frente;;;;
24/01/2025;5;3611;Deslacrado;;;;
24/01/2025;5;3360;2 cabos HIS;;;;
24/01/2025;5;3380;Deslacrado;;;;
24/01/2025;5;3204;USB conectado na porta da frente;;;;
24/01/2025;5;3250;Máquina com problema;;;;
24/01/2025;5;3255;USB conectado na porta da frente;;;;
28/01/2025;2;6599;Deslacrado;;;;
28/01/2025;2;6601;Deslacrado;;;;
28/01/2025;2;6887;Deslacrado;;;;
28/01/2025;2;6097;Deslacrado;;;;
28/01/2025;2;6628;Deslacrado;;;;
28/01/2025;2;6630;Deslacrado;;;;
28/01/2025;2;6643;Deslacrado;;;;
28/01/2025;2;6953;Deslacrado;;;;
28/01/2025;2;6935;Deslacrado;;;;
28/01/2025;2;6938;Deslacrado;;;;
28/01/2025;3;269;Deslacrado;;;;
28/01/2025;3;259;Deslacrado;;;;
28/01/2025;3;260;Deslacrado;;;;
28/01/2025;3;261;Deslacrado;;;;
28/01/2025;3;273;Deslacrado;;;;
28/01/2025;3;274;Deslacrado;;;;
28/01/2025;3;263;Deslacrado;;;;
28/01/2025;3;275;Deslacrado;;;;
28/01/2025;3;262;Deslacrado;;;;
28/01/2025;3;280;Deslacrado;;;;
28/01/2025;3;281;Deslacrado;;;;
28/01/2025;3;293;Deslacrado;;;;
28/01/2025;3;294;Deslacrado;;;;
28/01/2025;3;282;Deslacrado;;;;
28/01/2025;3;283;Deslacrado;;;;
28/01/2025;3;284;Deslacrado;;;;
28/01/2025;3;1029;Deslacrado;;;;
28/01/2025;3;1028;Deslacrado;;;;
28/01/2025;3;1027;Deslacrado;;;;
28/01/2025;3;1026;Deslacrado;;;;
28/01/2025;3;1025;Deslacrado;;;;
28/01/2025;3;1086;Deslacrado;;;;
28/01/2025;3;1087;Deslacrado;;;;
28/01/2025;3;1079;Deslacrado e USB conectado na frente;;;;
28/01/2025;3;1135;Deslacrado;;;;
28/01/2025;3;1136;USB conectado na frente, deslacrado;;;;
28/01/2025;3;1138;Deslacrado;;;;
28/01/2025;3;1143;Deslacrado;;;;
28/01/2025;3;1144;Deslacrado;;;;
28/01/2025;3;1174;Deslacrado;;;;
28/01/2025;3;1175;Deslacrado e USB conectado na frente;;;;
28/01/2025;3;1176;Deslacrado;;;;
28/01/2025;3;1177;Deslacrado;;;;
28/01/2025;3;1157;Deslacrado;;;;
28/01/2025;3;1162;Deslacrado;;;;
28/01/2025;3;1156;Deslacrado sem mouse;;;;
28/01/2025;3;1160;Deslacrado;;;;
28/01/2025;3;1125;Deslacrado;;;;
28/01/2025;3;1117;Deslacrado;;;;
28/01/2025;3;1124;Deslacrado;;;;
28/01/2025;3;1112;Deslacrado;;;;
28/01/2025;3;1111;Deslacrado;;;;
28/01/2025;3;11;Deslacrado;;;;
28/01/2025;3;12;Deslacrado;;;;
28/01/2025;3;13;Deslacrado;;;;
28/01/2025;3;14;Deslacrado;;;;
28/01/2025;3;143;Deslacrado;;;;
28/01/2025;3;1288;Deslacrado;;;;
28/01/2025;3;1389;Deslacrado;;;;
28/01/2025;3;1390;Deslacrado;;;;
28/01/2025;3;1298;Deslacrado;;;;
28/01/2025;3;1399;Deslacrado;;;;
28/01/2025;3;1271;Deslacrado;;;;
28/01/2025;3;1265;Deslacrado;;;;
28/01/2025;3;1264;Deslacrado;;;;
28/01/2025;3;1282;Deslacrado;;;;
28/01/2025;3;1288;Deslacrado;;;;
28/01/2025;3;1436;Deslacrado;;;;
28/01/2025;3;1437;Deslacrado;;;;
28/01/2025;4;2570;Deslacrado;;;;
28/01/2025;4;2559;Deslacrado;;;;
28/01/2025;4;2551;Dois Intelbras;;;;
28/01/2025;4;2476;Deslacrado;;;;
28/01/2025;4;2475;Deslacrado;;;;
28/01/2025;4;2474;Deslacrado;;;;
28/01/2025;5;3303;Deslacrado;;;;
28/01/2025;5;3304;Deslacrado;;;;
28/01/2025;5;3328;Deslacrado;;;;
28/01/2025;5;3339;Deslacrado;;;;
28/01/2025;5;3340;Deslacrado;;;;
28/01/2025;5;3338;Deslacrado;;;;
28/01/2025;5;3330;Deslacrado;;;;
28/01/2025;5;3364;Deslacrado;;;;
28/01/2025;5;3365;Deslacrado;;;;
28/01/2025;5;3366;Deslacrado;;;;
28/01/2025;5;3360;Deslacrado;;;;
28/01/2025;5;3385;Deslacrado;;;;
28/01/2025;5;3397;Deslacrado;;;;
28/01/2025;5;3349;Deslacrado;;;;
28/01/2025;5;3404;Deslacrado;;;;
28/01/2025;5;3399;Deslacrado;;;;
28/01/2025;5;3094;Deslacrado;;;;
28/01/2025;5;3082;Deslacrado;;;;
28/01/2025;5;3073;Deslacrado;;;;
28/01/2025;5;3058;Deslacrado e USB conectado na frente;;;;
28/01/2025;5;3557;Deslacrado;;;;
28/01/2025;5;3556;Deslacrado;;;;
28/01/2025;5;3138;Deslacrado;;;;
28/01/2025;5;3322;2 mouse na PA;;;;
28/01/2025;5;3325;Deslacrado;;;;
28/01/2025;5;3326;Deslacrada e mouse e teclado na frente;;;;
28/01/2025;5;3319;Deslacrado;;;;
28/01/2025;5;3380;Deslacrado;;;;
28/01/2025;5;3452;Deslacrado;;;;
28/01/2025;5;3012;Deslacrado;;;;
28/01/2025;5;3011;Deslacrado;;;;
28/01/2025;5;3010;Deslacrado;;;;
28/01/2025;5;3008;Deslacrado;;;;
31/01/2025;5;3075;Deslacrado;;;;
31/01/2025;5;3070;Deslacrado;;;;
31/01/2025;5;3068;Deslacrado;;;;
31/01/2025;5;3066;Deslacrado;;;;
31/01/2025;5;3040;Deslacrado;;;;
31/01/2025;5;3033;Deslacrado;;;;
31/01/2025;5;3032;Deslacrado;;;;
31/01/2025;5;3028;Deslacrado;;;;
31/01/2025;5;3029;Deslacrado;;;;
31/01/2025;5;3030;Deslacrado;;;;
31/01/2025;5;3031;Deslacrado;;;;
31/01/2025;5;3026;Deslacrado;;;;
31/01/2025;5;3019;Deslacrado;;;;
31/01/2025;5;3018;Deslacrado;;;;
31/01/2025;5;3023;Deslacrado;;;;
31/01/2025;5;3016;Deslacrado;;;;
31/01/2025;5;3301;Deslacrado;;;;
31/01/2025;5;3303;Deslacrado;;;;
31/01/2025;5;3304;Deslacrado;;;;
31/01/2025;5;3310;Deslacrado;;;;
31/01/2025;5;3317;Deslacrado;;;;
31/01/2025;5;3323;Deslacrado e sem Internet;;;;
31/01/2025;5;3318;Deslacrado;;;;
31/01/2025;5;3324;Deslacrado;;;;
31/01/2025;5;3321;Deslacrado;;;;
31/01/2025;5;3327;Deslacrado;;;;
31/01/2025;5;3333;Deslacrado;;;;
31/01/2025;5;3364;Deslacrado;;;;
31/01/2025;5;3365;Deslacrado;;;;
31/01/2025;5;3378;Deslacrado;;;;
31/01/2025;5;3373;Deslacrado;;;;
31/01/2025;5;3380;Deslacrado;;;;
31/01/2025;5;3374;Cabos soltos sem máquina e monitor;;;;
31/01/2025;4;2476;Deslacrado;;;;
31/01/2025;4;2475;Deslacrado;;;;
31/01/2025;4;2487;Deslacrado;;;;
31/01/2025;4;2480;Deslacrado;;;;
31/01/2025;4;2485;Deslacrado;;;;
31/01/2025;4;2484;Deslacrado;;;;
31/01/2025;4;2478;Deslacrado;;;;
31/01/2025;3;1581;Deslacrado;;;;
31/01/2025;3;1592;Deslacrado;;;;
31/01/2025;3;1591;Deslacrado;;;;
31/01/2025;3;1689;Máquina com erro no HD;;;;
31/01/2025;3;1690;Máquina com recuperação;;;;
31/01/2025;3;233;Deslacrado;;;;
31/01/2025;3;246;Deslacrado;;;;
31/01/2025;3;235;Deslacrado;;;;
31/01/2025;3;237;Deslacrado;;;;
31/01/2025;3;238;Deslacrado;;;;
31/01/2025;3;239;Deslacrado e USB conectado na frente;;;;
31/01/2025;3;251;Deslacrado;;;;
31/01/2025;3;250;Deslacrado;;;;
31/01/2025;3;249;Deslacrado;;;;
31/01/2025;3;268;Deslacrado;;;;
31/01/2025;3;257;Deslacrado;;;;
31/01/2025;3;270;Deslacrado;;;;
31/01/2025;3;259;Deslacrado;;;;
31/01/2025;3;273;Deslacrado;;;;
31/01/2025;3;261;Deslacrado;;;;
31/01/2025;3;274;Deslacrado e USB conectado na frente;;;;
31/01/2025;3;275;Deslacrado;;;;
31/01/2025;3;263;Deslacrado;;;;
31/01/2025;3;1375;Deslacrado;;;;
31/01/2025;3;1378;Deslacrado;;;;
31/01/2025;3;1386;Deslacrado;;;;
31/01/2025;3;1384;Deslacrado;;;;
31/01/2025;3;1382;Deslacrado;;;;
31/01/2025;3;1388;Deslacrado;;;;
31/01/2025;3;1389;Deslacrado;;;;
31/01/2025;3;1390;Deslacrado;;;;
31/01/2025;3;1392;Deslacrado;;;;
31/01/2025;3;1393;Deslacrado;;;;
31/01/2025;3;1399;Deslacrado;;;;
31/01/2025;3;1398;Deslacrado;;;;
31/01/2025;3;1420;Deslacrado;;;;
31/01/2025;3;1421;Deslacrado;;;;
31/01/2025;3;1436;Deslacrado;;;;
31/01/2025;3;1437;Deslacrado;;;;
31/01/2025;3;1439;Deslacrado;;;;
